magnetic_field	energies
0e0	-1.884250432193146e0	-1.7580995206702812e0	-1.566090341657565e0	-1.3508833231238462e0	-1.3366883058644132e0	-1.1170070602379851e0	-1.0649136548339297e0	-1.0141001250000004e0	-4.4635445844680044e-1	-2.0012392559232478e-1	-1.9882204638849066e-1	-4.409573008507539e-3	5.052511287989776e-4	2.3158627286343367e-1	2.442013680250562e-1	2.600698750000004e-1
6.006006006006006e-1	-1.8845181450219783e0	-1.7580214334491675e0	-1.5665084058644547e0	-1.3506246755347786e0	-1.3363434673467276e0	-1.1155459908128373e0	-1.063851925310149e0	-1.013256740681507e0	-4.472203090761837e-1	-1.9969489694724607e-1	-1.9843326488994192e-1	-4.193575516527007e-3	1.0217875318034413e-3	2.3252749558627164e-1	2.4509521644724327e-1	2.609132593325201e-1
1.2012012012012012e0	-1.8847897006966339e0	-1.7579441879105289e0	-1.5669313822763467e0	-1.3503740149827728e0	-1.3359918297806381e0	-1.1140840348211563e0	-1.0627858211122834e0	-1.0124078356196637e0	-4.4809257783479145e-1	-1.994867811441503e-1	-1.9782503033153928e-1	-4.026652582081928e-3	1.5800539342755587e-3	2.3347400910338317e-1	2.4599347834500818e-1	2.61762164602607e-1
1.8018018018018018e0	-1.8850651146145119e0	-1.757867776417907e0	-1.5673591760777617e0	-1.3501308707569168e0	-1.3356338811862687e0	-1.1126212231001347e0	-1.0617153574644151e0	-1.0115534335090417e0	-4.4897120862170425e-1	-1.9938651512085964e-1	-1.971104334855603e-1	-3.899240717760948e-3	2.1705309596488235e-3	2.344257685672305e-1	2.468961492797714e-1	2.6261656760521573e-1
2.4024024024024024e0	-1.8853444021998715e0	-1.7577921914016212e0	-1.5677916923078874e0	-1.3498947752186519e0	-1.3352701069787505e0	-1.111157585960557e0	-1.0606405496722877e0	-1.0106935580733745e0	-4.498561455769117e-1	-1.9932722988266477e-1	-1.9635637074399553e-1	-3.8030522004899978e-3	2.784975479558902e-3	2.3538272817353864e-1	2.4780322493591428e-1	2.6347644541342263e-1
3.003003003003003e0	-1.885627578900199e0	-1.7577174253579362e0	-1.5682288359024874e0	-1.3496652679047598e0	-1.3349009858173448e0	-1.1096931532022882e0	-1.059561413117768e0	-1.0098282330661232e0	-4.507473330921555e-1	-1.9928488422704746e-1	-1.955869103854847e-1	-3.731410606482519e-3	3.4167561319940654e-3	2.3634484117417667e-1	2.4871470114421101e-1	2.643417753614141e-1
3.6036036036036037e0	-1.885914660182384e0	-1.7576434708482418e0	-1.5686705117348847e0	-1.34944189903471e0	-1.3345269860519446e0	-1.1082279541289435e0	-1.058477963253484e0	-1.0089574822709575e0	-4.516447158212683e-1	-1.9925030122825813e-1	-1.9481125608285887e-1	-3.679142695202901e-3	4.060745188473974e-3	2.3731205988941775e-1	2.4963057390581536e-1	2.6521253502748077e-1
4.2042042042042045e0	-1.8862056615289267e0	-1.757570320498207e0	-1.5691166246559407e0	-1.3492242324155972e0	-1.334148562773551e0	-1.10676201756181e0	-1.0573902155976846e0	-1.0080813295021676e0	-4.5254823869006755e-1	-1.992194393531232e-1	-1.9403347577988872e-1	-3.6423104469320215e-3	4.713050574859295e-3	2.3828433571965835e-1	2.505508394167222e-1	2.6608870221705094e-1
4.804804804804805e0	-1.8865005984340508e0	-1.7574979669970219e0	-1.5695670795330705e0	-1.3490118477621675e0	-1.3337661554513711e0	-1.1052953718530336e0	-1.0562981857293148e0	-1.0071997986049932e0	-4.5345784690578483e-1	-1.9919029025468502e-1	-1.9325560389064406e-1	-3.617930562001554e-3	5.370735353865045e-3	2.3926161915666447e-1	2.5147549409257364e-1	2.669702549457752e-1
5.405405405405405e0	-1.8867994863997837e0	-1.7574264030965718e0	-1.5700217812882495e0	-1.3488043424676204e0	-1.3333801861207033e0	-1.103828044898073e0	-1.055201889283324e0	-1.0063129134558801e0	-4.543734859660358e-1	-1.9916176026594665e-1	-1.9247875979916884e-1	-3.6037365139798307e-3	6.031579761563855e-3	2.402438597944355e-1	2.524045345937142e-1	2.678571714227065e-1
6.006006006006006e0	-1.8871023409319476e0	-1.7573556216106616e0	-1.5704806349350235e0	-1.3486013328735025e0	-1.3329910580733504e0	-1.1023600641474511e0	-1.0541013419461853e0	-1.0054206979626552e0	-4.552951016673559e-1	-1.9913321173229295e-1	-1.91703606520914e-1	-3.5979937073242515e-3	6.693896348391614e-3	2.4123100633977224e-1	2.533379578503511e-1	2.687494300335728e-1
6.606606606606607e0	-1.8874091775361315e0	-1.7572856154142529e0	-1.570943545614491e0	-1.3484024550945033e0	-1.3325991549946874e0	-1.1008914566178323e0	-1.0529965594516852e0	-1.004523176064634e0	-4.5622264011330355e-1	-1.9910425360018372e-1	-1.9093056010829382e-1	-3.5993616327682e-3	7.356392117946606e-3	2.4222300662265522e-1	2.542757610877242e-1	2.696470093242142e-1
7.207207207207207e0	-1.8877200117135886e0	-1.7572163774426974e0	-1.5714104186302875e0	-1.3482073654572582e0	-1.3322048404882776e0	-1.0994222489024439e0	-1.0518875575769389e0	-1.0036203717326568e0	-4.571560477221387e-1	-1.9907463713059242e-1	-1.9015989393191327e-1	-3.6067928987773517e-3	8.018067541896918e-3	2.4321980760652157e-1	2.552179418511048e-1	2.7054988798416235e-1
7.807807807807808e0	-1.8880348589570801e0	-1.7571479006909887e0	-1.5718811594825413e0	-1.3480157406121454e0	-1.3318084579290166e0	-1.0979524671808323e0	-1.0507743521386792e0	-1.002712308969041e0	-4.5809527123407195e-1	-1.9904420016557878e-1	-1.8939179440903872e-1	-3.6194596907948304e-3	8.678143002748342e-3	2.4422135539855863e-1	2.5616449803052366e-1	2.71458044830427e-1
8.408408408408409e0	-1.8883537347466741e0	-1.7570801782130034e0	-1.5723556739008058e0	-1.3478272773746203e0	-1.3314103305882297e0	-1.0964821372279976e0	-1.0496569589897893e0	-1.0017990118074687e0	-4.59040257718137e-1	-1.990128355607033e-1	-1.8862639256663263e-1	-3.636700139968698e-3	9.336005146152288e-3	2.4522759526014118e-1	2.5711542788504266e-1	2.723714587914982e-1
9.00900900900901e0	-1.88867665454551e0	-1.7570132031208148e0	-1.572833867875994e0	-1.3476416923483947e0	-1.3310107619784126e0	-1.095011284422929e0	-1.048535394016125e0	-1.0008805043128113e0	-4.599909545786441e-1	-1.9898047241620992e-1	-1.8786378280598143e-1	-3.657979007216946e-3	9.991167548625085e-3	2.4623847161752357e-1	2.580707300664374e-1	2.7329010889159827e-1
9.60960960960961e0	-1.8890036337954763e0	-1.756946968583929e0	-1.5733156476912893e0	-1.347458721377613e0	-1.3306100363703945e0	-1.093539933756511e0	-1.0474096731335931e0	-9.999568105808665e-1	-4.609473095612476e-1	-1.98947064450316e-1	-1.8710403452557398e-1	-3.6828586468156204e-3	1.0643241664869206e-2	2.4725392807292784e-1	2.590304036420904e-1	2.742139742352135e-1
1.021021021021021e1	-1.8893346879128536e0	-1.7568814678285996e0	-1.5738009199520315e0	-1.3472781188695333e0	-1.3302084194414387e0	-1.0920681098388727e0	-1.0462798122855277e0	-9.99027954738046e-1	-4.619092707586533e-1	-1.989125825392608e-1	-1.8634719957760174e-1	-3.7109773765222637e-3	1.1291915181712475e-2	2.4827390741617267e-1	2.5999444811695616e-1	2.7514303399192463e-1
1.081081081081081e1	-1.8896698322839602e0	-1.7568166941371248e0	-1.5742895916146553e0	-1.347099657023483e0	-1.3298061590184338e0	-1.0905958369061572e0	-1.045145827440341e0	-9.980939609409822e-1	-4.628767866159472e-1	-1.9887700978306322e-1	-1.8559331719907562e-1	-3.7420332168064284e-3	1.1936935741245004e-2	2.4929835163698782e-1	2.609628634543854e-1	2.7607726738157357e-1
1.1411411411411411e1	-1.8900090822606515e0	-1.7567526408471634e0	-1.5747815700145877e0	-1.3469231249963296e0	-1.3294034858859438e0	-1.0891231388267222e0	-1.0440077345894612e0	-9.97154853376074e-1	-4.6384980593556113e-1	-1.9884033815403152e-1	-1.8484241736052978e-1	-3.775771552049268e-3	1.2578098586025127e-2	2.5032720193817887e-1	2.619356500956253e-1	2.770166536597845e-1
1.2012012012012011e1	-1.8903524531558664e0	-1.7566893013510558e0	-1.575276762893176e0	-1.346748328029596e0	-1.3290006146339417e0	-1.087650039106821e0	-1.042865549745589e0	-9.962106562589751e-1	-4.6482827788191056e-1	-1.9880256616645872e-1	-1.8409452309388566e-1	-3.8119756808921586e-3	1.32152370935425e-2	2.5136039874980165e-1	2.6291280897780006e-1	2.779611721038733e-1
1.2612612612612613e1	-1.890699960239094e0	-1.7566266690951478e0	-1.5757750784236773e0	-1.3465750865586754e0	-1.3285977445247072e0	-1.086176560895733e0	-1.041719288941225e0	-9.952613938340004e-1	-4.658121519856719e-1	-1.9876369722236664e-1	-1.8334965214455387e-1	-3.8504595137302043e-3	1.38482154579294e-2	2.523978817445358e-1	2.6389434155014874e-1	2.7891080199916585e-1
1.3213213213213214e1	-1.8910516187317807e0	-1.7565647375791507e0	-1.576276425236244e0	-1.3464032353205344e0	-1.3281950603625645e0	-1.0847027269903857e0	-1.040568968227522e0	-9.943070903734914e-1	-4.668013781477571e-1	-1.9872373841521848e-1	-1.826078181659074e-1	-3.891061880138866e-3	1.4476922981737621e-2	2.534395898544257e-1	2.64880249788325e-1	2.798655226257481e-1
