Magnetic field [a.u]	Energies [a.u]
0e0	-4.25e0	-2.25e0	-2.2499999999999996e0	-2.249999999999998e0	1.5000000000000058e-1	2.1499999999999986e0	2.1500000000000012e0	2.1500000000000012e0
1.001001001001001e0	-4.250018982106481e0	-2.257627042499052e0	-2.2499928178749826e0	-2.242381807501876e0	1.49992817874982e-1	2.1474768923489034e0	2.150018982106482e0	2.1525319576520263e0
2.002002002002002e0	-4.2500759273041915e0	-2.2652629042728325e0	-2.24997127243179e0	-2.234772495766486e0	1.4997127243178915e-1	2.1449626039725342e0	2.150075927304195e0	2.1550727960667864e0
3.0030030030030033e0	-4.250170832228345e0	-2.2729075546317623e0	-2.2499353664656105e0	-2.227172095590192e0	1.499353664656107e-1	2.142457104181314e0	2.150170832228347e0	2.1576225460406424e0
4.004004004004004e0	-4.250303691272347e0	-2.2805609629238934e0	-2.249885104633783e0	-2.2195806378028675e0	1.4988510463378268e-1	2.139960362323294e0	2.150303691272344e0	2.160181238403468e0
5.005005005005005e0	-4.250474496589797e0	-2.288223098535907e0	-2.249820493453801e0	-2.211998153266829e0	1.4982049345380194e-1	2.137472347785158e0	2.150474496589798e0	2.1627489040175805e0
6.0060060060060065e0	-4.2506832380974275e0	-2.295893930894096e0	-2.2497415413005757e0	-2.204424672875767e0	1.497415413005773e-1	2.134993029993194e0	2.1506832380974332e0	2.1653255737766695e0
7.007007007007008e0	-4.25092990347875e0	-2.3035734294653474e0	-2.2496482584028743e0	-2.1968602275536373e0	1.496482584028757e-1	2.1325223784142953e0	2.150929903478754e0	2.1679112786046892e0
8.008008008008009e0	-4.251214478188538e0	-2.3112615637580705e0	-2.249540656838997e0	-2.1893048482535726e0	1.4954065683899628e-1	2.1300603625568715e0	2.1512144781885363e0	2.1705060494547745e0
9.00900900900901e0	-4.25153694545814e0	-2.3189583033231718e0	-2.2494187505316665e0	-2.1817585659567524e0	1.494187505316643e-1	2.127606951971821e0	2.151536945458138e0	2.1731099173081057e0
1.001001001001001e1	-4.251897286301616e0	-2.326663617754962e0	-2.2492825552421563e0	-2.1742214116712684e0	1.492825552421545e-1	2.1251621162534606e0	2.151897286301615e0	2.1757229131727702e0
1.1011011011011012e1	-4.2522954795226e0	-2.3343774766920764e0	-2.2491320885636448e0	-2.1666934164309826e0	1.491320885636435e-1	2.122725825040426e0	2.1522954795226e0	2.1783450680826344e0
1.2012012012012013e1	-4.252731501722031e0	-2.3420998498184e0	-2.2489673699138084e0	-2.159174611294361e0	1.489673699138075e-1	2.1202980480166e0	2.1527315017220263e0	2.180976413096163e0
1.3013013013013014e1	-4.253205327306589e0	-2.3498307068639237e0	-2.2487884205266564e0	-2.151665027343306e0	1.487884205266553e-1	2.1178787549119718e0	2.153205327306589e0	2.183616979295258e0
1.4014014014014016e1	-4.2537169284980125e0	-2.3575700176056453e0	-2.2485952634436286e0	-2.1441646956819556e0	1.4859526344362978e-1	2.115467915503543e0	2.153716928498009e0	2.186266797784059e0
1.5015015015015017e1	-4.254266275343063e0	-2.36531775186843e0	-2.248387923503953e0	-2.1366736474354884e0	1.4838792350395233e-1	2.1130654996161735e0	2.154266275343064e0	2.188925899687742e0
1.6016016016016017e1	-4.254853335724361e0	-2.3730738795258506e0	-2.24816642733425e0	-2.1291919137489073e0	1.4816642733425184e-1	2.110671477123448e0	2.154853335724364e0	2.1915943161513103e0
1.7017017017017018e1	-4.255478075371892e0	-2.380838370501043e0	-2.247930803337471e0	-2.121719525785802e0	1.4793080333746916e-1	2.1082858179484916e0	2.1554780753718927e0	2.1942720783383547e0
1.801801801801802e1	-4.256140457875291e0	-2.3886111947675173e0	-2.247681081681048e0	-2.1142565147271073e0	1.476810816810478e-1	2.105908492064818e0	2.1561404578752934e0	2.196959217429811e0
1.901901901901902e1	-4.256840444696859e0	-2.396392322349987e0	-2.247417294284425e0	-2.106802911769846e0	1.4741729428442502e-1	2.1035394694971328e0	2.1568404446968574e0	2.1996557646227e0
2.002002002002002e1	-4.257577995185268e0	-2.40418172332514e0	-2.247139474805842e0	-2.0993587481258507e0	1.471394748058437e-1	2.1011787203221397e0	2.1575779951852674e0	2.2023617511288545e0
2.1021021021021024e1	-4.258353066590014e0	-2.4119793678224717e0	-2.246847658628475e0	-2.0919240550204865e0	1.4684765862847604e-1	2.0988262146693155e0	2.1583530665900126e0	2.2050772081736403e0
2.2022022022022025e1	-4.2591656140765215e0	-2.4197852260250046e0	-2.2465418828458827e0	-2.084498863691338e0	1.4654188284588507e-1	2.096481922721702e0	2.1591656140765254e0	2.207802166994641e0
2.3023023023023026e1	-4.260015590741976e0	-2.4275992681701073e0	-2.2462221862468454e0	-2.077083205386899e0	1.4622218624684394e-1	2.0941458147166565e0	2.16001559074198e0	2.2105366588403523e0
2.4024024024024026e1	-4.260902947631758e0	-2.4354214645502053e0	-2.2458886092995036e0	-2.0696771113652517e0	1.4588860929950284e-1	2.0918178609465987e0	2.160902947631761e0	2.2132807149688554e0
2.5025025025025027e1	-4.261827633756605e0	-2.443251785513525e0	-2.2455411941349452e0	-2.0622806128927076e0	1.4554119413494537e-1	2.0894980317597724e0	2.1618276337566074e0	2.2160343666464595e0
2.6026026026026027e1	-4.262789596110364e0	-2.451090201464838e0	-2.2451799845301266e0	-2.054893741242465e0	1.451799845301283e-1	2.0871862975609345e0	2.1627895961103603e0	2.2187976451463705e0
2.7027027027027028e1	-4.263788779688358e0	-2.458936682866162e0	-2.244805025890222e0	-2.047516527693234e0	1.44805025890223e-1	2.0848826288121107e0	2.1637887796883577e0	2.221570581747288e0
