magnetic_field	energies
0e0	1e0	1e0	-2e0	1e0	-2e0	1e0
1.001001001001001e0	9.951951951951952e-1	9.984061292520315e-1	-1.9982059290518315e0	1.0016093149343932e0	-2.0018095151345934e0	1.0048048048048048e0
2.002002002002002e0	9.903903903903903e-1	9.968277551323972e-1	-1.9964273547319968e0	1.0032340213747737e0	-2.003634421775174e0	1.0096096096096097e0
3.0030030030030033e0	9.855855855855857e-1	9.952649298376993e-1	-1.9946643292370985e0	1.0048740664089268e0	-2.0054746670095276e0	1.0144144144144145e0
4.004004004004004e0	9.807807807807809e-1	9.937177053124295e-1	-1.9929169045116288e0	1.0065293968995823e0	-2.0073301977003832e0	1.0192192192192193e0
5.005005005005005e0	9.759759759759761e-1	9.921861332421412e-1	-1.9911851322411405e0	1.0081999594911044e0	-2.0092009604921053e0	1.024024024024024e0
6.0060060060060065e0	9.71171171171171e-1	9.906702650465956e-1	-1.9894690638453942e0	1.0098857006161504e0	-2.0110869018173516e0	1.0288288288288288e0
7.007007007007008e0	9.663663663663664e-1	9.891701518728903e-1	-1.9877687504714887e0	1.0115865665022967e0	-2.012987967903698e0	1.0336336336336336e0
8.008008008008009e0	9.615615615615616e-1	9.876858445885666e-1	-1.9860842429869652e0	1.0133025031786298e0	-2.014904104780231e0	1.0384384384384384e0
9.00900900900901e0	9.567567567567568e-1	9.862173937746999e-1	-1.9844155919728983e0	1.0150334564822987e0	-2.0168352582841003e0	1.0432432432432432e0
1.001001001001001e1	9.519519519519519e-1	9.847648497189722e-1	-1.9827628477169699e0	1.0167793720650327e0	-2.018781374067035e0	1.048048048048048e0
1.1011011011011012e1	9.471471471471471e-1	9.833282624087323e-1	-1.9811260602065301e0	1.0185401953996196e0	-2.020742397601822e0	1.052852852852853e0
1.2012012012012013e1	9.423423423423423e-1	9.819076815240434e-1	-1.9795052791216412e0	1.020315871786342e0	-2.022718274188745e0	1.0576576576576577e0
1.3013013013013014e1	9.375375375375374e-1	9.805031564307183e-1	-1.9779005538281158e0	1.0221063463593774e0	-2.0247089489619796e0	1.0624624624624626e0
1.4014014014014016e1	9.327327327327327e-1	9.791147361733477e-1	-1.9763119333705448e0	1.0239115640931458e0	-2.0267143668959484e0	1.0672672672672672e0
1.5015015015015017e1	9.279279279279279e-1	9.777424694683209e-1	-1.974739466465318e0	1.0257314698086273e0	-2.0287344728116303e0	1.072072072072072e0
1.6016016016016017e1	9.231231231231232e-1	9.763864046968416e-1	-1.9731832014936386e0	1.027566008179625e0	-2.030769211382828e0	1.0768768768768768e0
1.7017017017017018e1	9.183183183183183e-1	9.750465898979409e-1	-1.9716431864945374e0	1.029415123738984e0	-2.032818527142387e0	1.0816816816816817e0
1.801801801801802e1	9.135135135135135e-1	9.737230727614887e-1	-1.970119469157885e0	1.031278760884766e0	-2.0348823644883693e0	1.0864864864864865e0
1.901901901901902e1	9.087087087087087e-1	9.724159006212064e-1	-1.9686120968174028e0	1.0331568638863766e0	-2.03696066769018e0	1.0912912912912913e0
2.002002002002002e1	9.03903903903904e-1	9.711251204476844e-1	-1.9671211164436806e0	1.0350493768906395e0	-2.039053380894644e0	1.0960960960960962e0
2.1021021021021024e1	8.990990990990991e-1	9.698507788414007e-1	-1.9656465746371963e0	1.036956243927826e0	-2.04116044813203e0	1.100900900900901e0
2.2022022022022025e1	8.942942942942943e-1	9.685929220257513e-1	-1.9641885176213467e0	1.0388774089176291e0	-2.0432818133220336e0	1.1057057057057058e0
2.3023023023023026e1	8.894894894894895e-1	9.673515958400859e-1	-1.9627469912354814e0	1.040812815675094e0	-2.0454174202796986e0	1.1105105105105104e0
2.4024024024024026e1	8.846846846846846e-1	9.661268457327579e-1	-1.9613220409279533e0	1.0427624079164852e0	-2.0475672127212903e0	1.1153153153153152e0
2.5025025025025027e1	8.798798798798799e-1	9.649187167541871e-1	-1.9599137117491823e0	1.044726129265112e0	-2.0497311342701168e0	1.12012012012012e0
2.6026026026026027e1	8.750750750750752e-1	9.637272535499359e-1	-1.9585220483447308e0	1.0467039232570907e0	-2.0519091284622957e0	1.124924924924925e0
2.7027027027027028e1	8.702702702702704e-1	9.625525003538076e-1	-1.9571470949484022e0	1.0486957333470595e0	-2.054101138752465e0	1.1297297297297297e0
2.8028028028028032e1	8.654654654654653e-1	9.613945009809621e-1	-1.9557888953753566e0	1.050701502913835e0	-2.056307108519441e0	1.1345345345345346e0
2.9029029029029033e1	8.606606606606605e-1	9.602532988210534e-1	-1.9544474930152473e0	1.052721175266012e0	-2.058526981071817e0	1.1393393393393394e0
3.0030030030030034e1	8.558558558558557e-1	9.591289368313928e-1	-1.9531229308253868e0	1.0547546936475083e0	-2.0607606996535144e0	1.1441441441441442e0
3.1031031031031034e1	8.51051051051051e-1	9.580214575301409e-1	-1.9518152513239349e0	1.0568020012430543e0	-2.0630082074492604e0	1.148948948948949e0
3.2032032032032035e1	8.462462462462462e-1	9.56930902989524e-1	-1.9505244965831179e0	1.05886304118362e0	-2.0652694475900266e0	1.1537537537537537e0
3.3033033033033036e1	8.414414414414414e-1	9.558573148290858e-1	-1.949250708222479e0	1.0609377565517886e0	-2.0675443631583947e0	1.1585585585585585e0
3.4034034034034036e1	8.366366366366368e-1	9.548007342089713e-1	-1.9479939274021647e0	1.0630260903870685e0	-2.069832897193875e0	1.1633633633633633e0
3.503503503503504e1	8.318318318318317e-1	9.537612018232471e-1	-1.9467541948162403e0	1.0651279856911504e0	-2.0721349926981576e0	1.1681681681681682e0
3.603603603603604e1	8.270270270270269e-1	9.527387578932582e-1	-1.9455315506860509e0	1.067243385433097e0	-2.0744505926403045e0	1.172972972972973e0
3.703703703703704e1	8.222222222222222e-1	9.517334421610293e-1	-1.944326034753622e0	1.0693722325544823e0	-2.0767796399618894e0	1.1777777777777778e0
3.803803803803804e1	8.174174174174174e-1	9.507452938827039e-1	-1.9431376862750964e0	1.0715144699744623e0	-2.07912207758207e0	1.1825825825825826e0
3.903903903903904e1	8.126126126126125e-1	9.497743518220341e-1	-1.941966544014226e0	1.0736700405947912e0	-2.0814778484025993e0	1.1873873873873875e0
4.004004004004004e1	8.078078078078078e-1	9.488206542439117e-1	-1.9408126462359037e0	1.0758388873047733e0	-2.0838468953127816e0	1.1921921921921923e0
4.104104104104105e1	8.03003003003003e-1	9.47884238907957e-1	-1.9396760306997487e0	1.0780209529861533e0	-2.0862291611943613e0	1.1969969969969971e0
4.204204204204205e1	7.981981981981981e-1	9.469651430621501e-1	-1.9385567346537418e0	1.0802161805179475e0	-2.088624588926356e0	1.201801801801802e0
4.304304304304305e1	7.933933933933934e-1	9.46063403436528e-1	-1.9374547948279193e0	1.0824245127812113e0	-2.0910331213898203e0	1.2066066066066066e0
4.404404404404405e1	7.885885885885886e-1	9.451790562369278e-1	-1.9363702474281188e0	1.0846458926637466e0	-2.0934547014725555e0	1.2114114114114114e0
4.504504504504505e1	7.837837837837838e-1	9.443121371387968e-1	-1.9353031281297879e0	1.086880263064742e0	-2.0958892720737508e0	1.2162162162162162e0
4.604604604604605e1	7.789789789789789e-1	9.434626812810604e-1	-1.934253472071851e0	1.089127566899359e0	-2.098336776108568e0	1.221021021021021e0
4.704704704704705e1	7.741741741741741e-1	9.426307232600553e-1	-1.933221313850646e0	1.091387747103248e0	-2.1007971565126575e0	1.2258258258258259e0
4.804804804804805e1	7.693693693693693e-1	9.418162971235278e-1	-1.932206687513918e0	1.0936607466370063e0	-2.103270356246616e0	1.2306306306306307e0
4.904904904904905e1	7.645645645645647e-1	9.410194363647022e-1	-1.9312096265548926e0	1.0959465084905708e0	-2.1057563183003807e0	1.2354354354354355e0
5.0050050050050054e1	7.597597597597598e-1	9.402401739164172e-1	-1.9302301639064074e0	1.098244975687551e0	-2.108254985697561e0	1.2402402402402402e0
5.1051051051051054e1	7.549549549549548e-1	9.3947854214534e-1	-1.9292683319351296e0	1.1005560912894947e0	-2.110766301499705e0	1.2450450450450452e0
5.2052052052052055e1	7.5015015015015e-1	9.38734572846249e-1	-1.9283241624358385e0	1.102879798400096e0	-2.1132902088105063e0	1.2498498498498498e0
5.3053053053053056e1	7.453453453453454e-1	9.380082972364012e-1	-1.9273976866257907e0	1.105216040169338e0	-2.115826650779949e0	1.2546546546546546e0
5.4054054054054056e1	7.405405405405405e-1	9.37299745949974e-1	-1.926488935139163e0	1.1075647597975709e0	-2.1183755706083813e0	1.2594594594594595e0
5.505505505505506e1	7.357357357357357e-1	9.366089490325921e-1	-1.9255979380215809e0	1.1099259005395317e0	-2.120936911550543e0	1.2642642642642643e0
5.6056056056056065e1	7.309309309309309e-1	9.359359359359358e-1	-1.9247247247247248e0	1.1122994057082984e0	-2.1235106169195093e0	1.2690690690690691e0
5.7057057057057065e1	7.26126126126126e-1	9.352807355124408e-1	-1.9238693241010296e0	1.114685218679182e0	-2.126096630090593e0	1.273873873873874e0
5.8058058058058066e1	7.213213213213212e-1	9.346433760100795e-1	-1.9230317643984678e0	1.117083282893556e0	-2.128694894505167e0	1.2786786786786788e0
5.905905905905907e1	7.165165165165164e-1	9.340238850672374e-1	-1.9222120732554255e0	1.119493541862626e0	-2.131305353674438e0	1.2834834834834836e0
6.006006006006007e1	7.117117117117117e-1	9.334222897076829e-1	-1.921410277695671e0	1.1219159391711329e0	-2.1339279511831446e0	1.2882882882882885e0
6.106106106106107e1	7.069069069069068e-1	9.328386163356294e-1	-1.920626404123417e0	1.124350418480998e0	-2.1365626306932106e0	1.293093093093093e0
6.206206206206207e1	7.021021021021021e-1	9.322728907308934e-1	-1.9198604783184812e0	1.1267969235349058e0	-2.139209335947318e0	1.297897897897898e0
6.306306306306307e1	6.972972972972973e-1	9.317251380441574e-1	-1.9191125254315446e0	1.1292553981598208e0	-2.1418680107724333e0	1.3027027027027027e0
6.406406406406407e1	6.924924924924925e-1	9.311953827923253e-1	-1.9183825699795127e0	1.1317257862704508e0	-2.1445385990832637e0	1.3075075075075075e0
6.506506506506507e1	6.876876876876876e-1	9.306836488539875e-1	-1.9176706358409745e0	1.1342080318726417e0	-2.147221044885655e0	1.3123123123123124e0
