magnetic field [G]	Energies [a.u.]
0e0	-1.0044504830026089e1	-1.0008169682960053e1	-5.955495169973914e0	-5.5e0	-4.491830317039945e0
5.005005005005005e-1	-1.004450499020429e1	-1.0008169693945636e1	-5.9556403628659e0	-5.499887756432353e0	-4.4917971965518095e0
1.001001001001001e0	-1.0044505470748824e1	-1.0008169726902445e1	-5.956075473755197e0	-5.499551498319556e0	-4.491697830273977e0
1.5015015015015016e0	-1.0044506271689347e1	-1.0008169781830686e1	-5.956799107216818e0	-5.498992635481963e0	-4.491532203781176e0
2.002002002002002e0	-1.0044507393075367e1	-1.0008169858730694e1	-5.957808963678046e0	-5.4982134914342655e0	-4.491300293081626e0
2.5025025025025025e0	-1.004450883497616e1	-1.000816995760295e1	-5.959101877543006e0	-5.497217265185458e0	-4.491002064692429e0
3.0030030030030033e0	-1.0044510597480816e1	-1.0008170078448074e1	-5.960673868487061e0	-5.496007979838978e0	-4.490637475745084e0
3.503503503503504e0	-1.0044512680698261e1	-1.000817022126681e1	-5.9625202040142815e0	-5.494590419899705e0	-4.49020647412095e0
4.004004004004004e0	-1.0044515084757265e1	-1.0008170386060044e1	-5.964635471052239e0	-5.49297005951388e0	-4.489708998616569e0
4.504504504504505e0	-1.0044517809806463e1	-1.0008170572828794e1	-5.967013654176811e0	-5.491152984049232e0	-4.4891449791386995e0
5.005005005005005e0	-1.0044520856014362e1	-1.0008170781574227e1	-5.9696482180138775e0	-5.489145807468704e0	-4.488514336928837e0
5.505505505505506e0	-1.0044524223569358e1	-1.0008171012297632e1	-5.972532191444878e0	-5.48695558787111e0	-4.487816984817033e0
6.0060060060060065e0	-1.0044527912679792e1	-1.0008171265000438e1	-5.9756582514277845e0	-5.48458974338729e0	-4.487052827504686e0
6.506506506506507e0	-1.004453192357401e1	-1.0008171539684216e1	-5.979018804509828e0	-5.48205597035583e0	-4.486221761876108e0
7.007007007007008e0	-1.0044536256500319e1	-1.000817183635066e1	-5.98260606442497e0	-5.479362165385674e0	-4.485323677338387e0
7.507507507507508e0	-1.0044540911727022e1	-1.0008172155001619e1	-5.986412124511127e0	-5.476516352571013e0	-4.48435845618923e0
8.008008008008009e0	-1.0044545889542567e1	-1.0008172495639048e1	-5.990429024025714e0	-5.4735266167803776e0	-4.483325974012299e0
8.508508508508509e0	-1.0044551190255456e1	-1.0008172858265075e1	-5.994648807763468e0	-5.47040104361644e0	-4.482226100099561e0
9.00900900900901e0	-1.0044556814194395e1	-1.0008173242881933e1	-5.999063578674221e0	-5.4671476663494225e0	-4.481058697900037e0
9.50950950950951e0	-1.0044562761708255e1	-1.0008173649491994e1	-6.003665543430541e0	-5.463774419874843e0	-4.479823625494352e0
1.001001001001001e1	-1.0044569033166216e1	-1.0008174078097785e1	-6.008447051102372e0	-5.460289101539214e0	-4.478520736094422e0
1.0510510510510512e1	-1.0044575628957721e1	-1.000817452870195e1	-6.013400625256527e0	-5.456699338516431e0	-4.477149878567395e0
1.1011011011011012e1	-1.0044582549492574e1	-1.0008175001307265e1	-6.018518989916704e0	-5.45301256130032e0	-4.47571089798315e0
1.1511511511511513e1	-1.0044589795201047e1	-1.0008175495916662e1	-6.0237950898974875e0	-5.44923598280049e0	-4.474203636184304e0
1.2012012012012013e1	-1.0044597366533907e1	-1.0008176012533166e1	-6.029222106070705e0	-5.445376582484419e0	-4.472627932377799e0
1.2512512512512513e1	-1.0044605263962437e1	-1.0008176551159993e1	-6.034793466138831e0	-5.441441094991808e0	-4.470983623746942e0
1.3013013013013014e1	-1.0044613487978555e1	-1.0008177111800444e1	-6.040502851485376e0	-5.437436002652873e0	-4.469270546082767e0
1.3513513513513514e1	-1.0044622039094879e1	-1.0008177694457983e1	-6.046344200650274e0	-5.433367531363464e0	-4.467488534433402e0
1.4014014014014016e1	-1.004463091784484e1	-1.0008178299136185e1	-6.052311709945249e0	-5.429241649303606e0	-4.4656374237701515e0
1.4514514514514516e1	-1.0044640124782626e1	-1.0008178925838777e1	-6.058399831683501e0	-5.425064068026337e0	-4.463717049668762e0
1.5015015015015017e1	-1.0044649660483461e1	-1.0008179574569606e1	-6.064603270453194e0	-5.420840245489277e0	-4.461727249004462e0
1.5515515515515517e1	-1.0044659525543524e1	-1.0008180245332676e1	-6.070916977817742e0	-5.41657539064701e0	-4.459667860659048e0
1.6016016016016017e1	-1.0044669720580115e1	-1.0008180938132078e1	-6.077336145780186e0	-5.412274469269306e0	-4.457538726238346e0
1.6516516516516518e1	-1.0044680246231714e1	-1.0008181652972075e1	-6.08385619930445e0	-5.407942210693531e0	-4.455339690798242e0
1.7017017017017018e1	-1.00446911031581e1	-1.000818238985705e1	-6.090472788145447e0	-5.403583115261922e0	-4.45307060357748e0
1.751751751751752e1	-1.0044702292040459e1	-1.0008183148791517e1	-6.09718177820144e0	-5.399201462231512e0	-4.450731318735085e0
1.801801801801802e1	-1.0044713813581424e1	-1.0008183929780119e1	-6.1039792425681805e0	-5.394801317979689e0	-4.44832169609058e0
1.851851851851852e1	-1.0044725668505254e1	-1.0008184732827633e1	-6.1108614524437055e0	-5.390386544358659e0	-4.445841601864755e0
1.901901901901902e1	-1.0044737857557896e1	-1.0008185557938964e1	-6.117824868005382e0	-5.385960807078857e0	-4.443290909418913e0
1.951951951951952e1	-1.0044750381507088e1	-1.0008186405119147e1	-6.124866129357959e0	-5.381527584025533e0	-4.440669499990286e0
2.002002002002002e1	-1.0044763241142505e1	-1.0008187274373348e1	-6.131982047630543e0	-5.377090173432147e0	-4.437977263421475e0
2.0520520520520524e1	-1.0044776437275875e1	-1.0008188165706873e1	-6.139169596283606e0	-5.372651701852205e0	-4.435214098881434e0
2.1021021021021024e1	-1.0044789970741077e1	-1.000818907912514e1	-6.146425902672311e0	-5.368215131885538e0	-4.432379915575932e0
2.1521521521521525e1	-1.0044803842394273e1	-1.0008190014633708e1	-6.153748239900092e0	-5.363783269627057e0	-4.429474633444863e0
2.2022022022022025e1	-1.0044818053114053e1	-1.000819097223826e1	-6.161134018986587e0	-5.3593587718168765e0	-4.426498183844247e0
2.2522522522522525e1	-1.0044832603801527e1	-1.0008191951944596e1	-6.168580781364998e0	-5.354944152678327e0	-4.423450510210567e0
2.3023023023023026e1	-1.0044847495380504e1	-1.0008192953758675e1	-6.176086191717833e0	-5.350541790437948e0	-4.4203315687050555e0
2.3523523523523526e1	-1.0044862728797622e1	-1.0008193977686549e1	-6.183648031153768e0	-5.346153933526384e0	-4.417141328835679e0
2.4024024024024026e1	-1.004487830502248e1	-1.0008195023734423e1	-6.19126419072435e0	-5.341782706464103e0	-4.413879774054667e0
2.4524524524524526e1	-1.004489422504776e1	-1.0008196091908612e1	-6.198932665275676e0	-5.337430115438734e0	-4.410546902329235e0
2.5025025025025027e1	-1.0044910489889428e1	-1.0008197182215563e1	-6.2066515476274855e0	-5.333098053583857e0	-4.4071427266836665e0
2.5525525525525527e1	-1.004492710058685e1	-1.000819829466185e1	-6.214419023070105e0	-5.328788305970714e0	-4.403667275710479e0
2.6026026026026027e1	-1.0044944058202997e1	-1.0008199429254176e1	-6.2222333641681375e0	-5.324502554325742e0	-4.400120594048959e0
2.6526526526526528e1	-1.0044961363824516e1	-1.000820058599935e1	-6.230092925858957e0	-5.320242381487959e0	-4.396502742829228e0
2.7027027027027028e1	-1.0044979018562001e1	-1.0008201764904335e1	-6.237996140833133e0	-5.31600927562041e0	-4.392813800080141e0
2.752752752752753e1	-1.0044997023550076e1	-1.0008202965976194e1	-6.245941515183769e0	-5.31180463419042e0	-4.389053861099548e0
2.8028028028028032e1	-1.0045015379947642e1	-1.0008204189222123e1	-6.253927624311474e0	-5.307629767733214e0	-4.3852230387855675e0
2.8528528528528533e1	-1.0045034088937967e1	-1.0008205434649435e1	-6.261953109071729e0	-5.303485903413335e0	-4.381321463927539e0
2.9029029029029033e1	-1.0045053151728993e1	-1.0008206702265579e1	-6.270016672151729e0	-5.299374188397878e0	-4.377349285455832e0
2.9529529529529533e1	-1.0045072569553373e1	-1.0008207992078107e1	-6.278117074663978e0	-5.29529569305513e0	-4.373306670649403e0
3.0030030030030034e1	-1.0045092343668802e1	-1.0008209304094711e1	-6.286253132944218e0	-5.291251413991575e0	-4.369193805300704e0
3.0530530530530534e1	-1.0045112475358088e1	-1.0008210638323195e1	-6.294423715541952e0	-5.28724227693968e0	-4.365010893837086e0
3.1031031031031034e1	-1.004513296592944e1	-1.000821199477148e1	-6.302627740392141e0	-5.283269139508151e0	-4.360758159398809e0
3.1531531531531535e1	-1.0045153816716638e1	-1.0008213373447598e1	-6.31086417215705e0	-5.2793327938054855e0	-4.356435843873237e0
3.2032032032032035e1	-1.0045175029079228e1	-1.0008214774359738e1	-6.3191320197281655e0	-5.275433968947399e0	-4.352044207885474e0
3.2532532532532535e1	-1.0045196604402772e1	-1.0008216197516155e1	-6.327430333878111e0	-5.271573333457346e0	-4.347583530745623e0
3.3033033033033036e1	-1.0045218544099018e1	-1.0008217642925272e1	-6.335758205053299e0	-5.267751497569146e0	-4.343054110353283e0
3.3533533533533536e1	-1.0045240849606138e1	-1.0008219110595586e1	-6.344114761298702e0	-5.263969015439831e0	-4.3384562630597605e0
3.4034034034034036e1	-1.0045263522389003e1	-1.0008220600535747e1	-6.352499166306227e0	-5.260226387280041e0	-4.333790323488993e0
3.453453453453454e1	-1.0045286563939323e1	-1.0008222112754492e1	-6.360910617579126e0	-5.256524061408942e0	-4.329056644318119e0
3.503503503503504e1	-1.004530997577595e1	-1.00082236472607e1	-6.369348344704887e0	-5.2528624362395435e0	-4.324255596018928e0
3.553553553553554e1	-1.0045333759445121e1	-1.0008225204063338e1	-6.377811607729924e0	-5.249241862200194e0	-4.3193875665614465e0
3.603603603603604e1	-1.004535791652062e1	-1.0008226783171507e1	-6.386299695629525e0	-5.245662643597094e0	-4.314452961081269e0
3.653653653653654e1	-1.0045382448604162e1	-1.0008228384594416e1	-6.394811924866999e0	-5.242125040422283e0	-4.309452201512155e0
3.703703703703704e1	-1.0045407357325523e1	-1.000823000834138e1	-6.403347638036471e0	-5.238629270110931e0	-4.304385726185696e0
3.753753753753754e1	-1.0045432644342897e1	-1.0008231654421834e1	-6.41190620258385e0	-5.235175509251553e0	-4.299253989399874e0
3.803803803803804e1	-1.0045458311343092e1	-1.000823332284533e1	-6.420487009601203e0	-5.2317638952518895e0	-4.29405746095849e0
3.853853853853854e1	-1.0045484360041822e1	-1.0008235013621517e1	-6.4290894726898475e0	-5.228394527963318e0	-4.288796625683507e0
3.903903903903904e1	-1.0045510792184025e1	-1.000823672676016e1	-6.437713026887677e0	-5.225067471265785e0	-4.2834719829023715e0
3.953953953953954e1	-1.0045537609544075e1	-1.000823846227113e1	-6.446357127657031e0	-5.221782754615258e0	-4.278084045912528e0
4.004004004004004e1	-1.0045564813926134e1	-1.0008240220164415e1	-6.455021249928895e0	-5.218540374555273e0	-4.272633341425281e0
4.054054054054055e1	-1.004559240716441e1	-1.0008242000450107e1	-6.463704887200354e0	-5.21534029619384e0	-4.267120408991285e0
4.104104104104105e1	-1.0045620391123474e1	-1.0008243803138397e1	-6.47240755068156e0	-5.212182454646732e0	-4.261545800409844e0
4.154154154154155e1	-1.0045648767698522e1	-1.00082456282396e1	-6.481128768489515e0	-5.209066756448076e0	-4.255910079124313e0
4.204204204204205e1	-1.0045677538815747e1	-1.000824747576411e1	-6.489868084885574e0	-5.205993080928792e0	-4.250213819605791e0
4.254254254254255e1	-1.0045706706432654e1	-1.0008249345722454e1	-6.498625059554047e0	-5.2029612815635025e0	-4.244457606727369e0
4.304304304304305e1	-1.0045736272538306e1	-1.0008251238125247e1	-6.507399266919433e0	-5.199971187286037e0	-4.2386420351309875e0
4.354354354354355e1	-1.0045766239153751e1	-1.00082531529832e1	-6.5161902954998565e0	-5.197022603774014e0	-4.23276770858917e0
4.404404404404405e1	-1.0045796608332303e1	-1.0008255090307154e1	-6.524997747294617e0	-5.194115314702398e0	-4.22683523936354e0
